,Open,High,Low,Close,Volume,MA_5,MA_10,MA_20,MA_50,RSI,MACD,MACD_signal,BB_middle,BB_upper,BB_lower,Volatility,Price_Change,Volume_MA,Future_Return,Crash_Label
2022-03-01,342.2910917359184,350.4506295988271,345.2568861187302,349.31179095966166,7810805,343.9444217780612,338.98089296251743,341.6781068107703,367.0706125963794,58.874504042215925,-5.851828153830752,-8.563517643648957,341.6781068107703,357.0827458729257,326.2734677486149,7.702319531077718,0.0205109025424472,5433940.5,-0.03803578233973659,0
2022-03-02,349.31179095966166,350.4734442449431,344.6937662271783,346.31347852655193,3238057,343.8176391435535,340.09841199718824,341.37213875077066,365.2443901995569,58.67830057872694,-5.080599352193076,-7.866933131347655,341.37213875077066,356.105837030898,326.6384404706434,7.366849140063634,-0.0085834847569058,5297673.3,-0.002418000676243981,0
2022-03-03,346.31347852655193,346.78325358420466,344.17713402581256,345.373867884516,5464344,344.5982022252998,341.3465677713718,340.9411727067042,363.4721490164679,52.89440731214879,-4.492820637994043,-7.192109970812303,340.9411727067042,354.58434841936247,327.29799699404595,6.821587856329142,-0.0027131795332763,5377552.65,-0.00014435081447261577,0
2022-03-04,345.373867884516,344.96769351196446,337.9186301629348,338.07725796943294,1566088,344.2734974152162,342.2824575799692,340.1686152117032,361.5032926282428,45.24592693995663,-4.558922246427301,-6.6654720127152975,340.1686152117032,352.4972192959932,327.8400111274132,6.1643020421450245,-0.0211266994801205,5110191.15,0.04295751557889882,0
2022-03-05,338.07725796943294,333.6571126986942,328.75133484466033,330.3271301187211,7558947,341.8807050917767,342.0083243146124,339.0973236138783,359.7047773776355,48.15625558978985,-5.172769713496336,-6.366931365474504,339.0973236138783,350.8998942214673,327.2947530062893,5.9012853037944994,-0.0229241324816134,5101074.2,0.07621519296119561,0
2022-03-06,330.3271301187211,342.3117805635346,335.7673026097147,336.0254437100164,1658003,339.2234356418477,341.5839287099544,338.81343453711963,358.3017840244793,50.67016280347451,-5.14292773303913,-6.1221305160562425,338.81343453711963,350.6252222192121,327.0016468550272,5.905893841046242,0.017250516447884,5055075.9,0.04537244005904495,0
2022-03-07,336.0254437100164,346.6904873498603,341.0436609006263,345.47609230128234,1805113,339.0559583967937,341.4367987701736,339.23096581634445,357.1710350208452,58.57273333052293,-4.311348208602794,-5.759973909074747,339.23096581634445,351.3771559048125,327.0847757278764,6.073095044234051,0.0281248005714165,4912762.2,0.0251417649223713,0
2022-03-08,345.47609230128234,345.3876159715151,341.8836643254288,345.3240128853893,6028035,339.0459873969684,341.8220948111341,339.77932991208644,356.1920728886925,61.96849487869677,-3.622765754603904,-5.332532140806091,339.77932991208644,351.98907734284074,327.56958248133213,6.104873715377152,-0.0004402024316066,5078580.35,0.058166824701814335,0
2022-03-09,345.3240128853893,358.51133864724113,350.85923026162294,352.6002170455263,5034464,341.95057921218705,343.11203831370165,340.321330447492,355.30118981260586,63.5077260669785,-2.4644367030686567,-4.758912905775312,340.321330447492,353.797985993886,326.8446749010979,6.738327773197041,0.0210706579578405,4985006.05,0.03662443412342897,0
2022-03-10,352.6002170455263,356.6653129513199,349.96937954958133,355.50307608103736,3092101,346.98576840465034,344.4332367482135,340.8739508668119,354.60466768988823,61.2011706232341,-1.2983610072363376,-4.06680238370864,340.8739508668119,355.8828769844734,325.86502474915045,7.504463058830749,0.0082327205009526,4928966.95,0.06136211777784828,0
2022-03-11,355.50307608103736,352.04137624860584,349.7678904464408,351.2717380130631,6995134,350.03502726525966,344.62923145355364,341.8050622080356,354.0362175616804,53.298322475668805,-0.7061228262201666,-3.3946663616106565,341.8050622080356,356.9753625079373,326.63476190813384,7.585150149950854,-0.0119023950921024,5077292.1,0.01894135828330068,0
2022-03-12,351.2717380130631,357.099410154126,348.8468505457314,354.16197100022066,9503967,351.77220300504734,345.4140807009205,342.7562463490544,353.29537884756485,60.0773376167836,-0.0044386665016418,-2.7166207333306795,342.7562463490544,358.53970102193443,326.9727916761743,7.891727336440041,0.0082279121101682,5140879.85,0.028249363336406264,0
2022-03-13,354.16197100022066,373.4901328995708,362.3036154186756,365.41041420822086,7208714,355.7894832696137,347.41773533329103,344.3821515523314,352.807014747792,67.7440487575238,1.4393790549676169,-1.8854206881354385,344.3821515523314,362.4250861718999,326.33921693276284,9.021467309784263,0.0317607313293193,5130117.6,-0.0006716642324230415,0
2022-03-14,365.41041420822086,366.3752046636413,364.2396281024306,365.51400046661695,7762126,358.3722399538317,350.16140958300946,346.2219335814893,352.30239603008704,66.59749783995345,2.5623475207832485,-0.9958669714069488,346.2219335814893,365.02761741883074,327.4162497441478,9.402841918670736,0.000283479217801,5119009.05,-0.00593026436621924,0
2022-03-15,365.51400046661695,380.2261069661695,375.99968727543,377.3174977059094,7342057,362.7351242788062,354.8604463417283,348.4343853281703,352.24871761417666,68.73495352792989,4.351561752329701,0.0736188454235822,348.4343853281703,370.7991920145333,326.0695786418073,11.182403343181504,0.0322928731162801,5234875.25,-0.03429718101466883,0
2022-03-16,377.3174977059094,363.2175361409982,356.7740886296168,357.9253018575663,4541483,364.0658370477069,357.0504321564832,349.3171804332188,351.8823417359402,56.37061950843666,4.161219671524464,0.8911390547243607,349.3171804332188,371.7187814535234,326.9155794129142,11.200800510152296,-0.0513949020817948,5168988.35,-0.021425769515308946,0
2022-03-17,357.9253018575663,368.3319939404248,356.60399408289703,364.1668211989437,2512760,366.0668070874514,358.91950504624936,350.17815190821153,351.61657777482964,59.74357641470951,4.4612200565262015,1.605155285884472,350.17815190821153,373.5009268803644,326.85537693605863,11.661387486076457,0.0174380500875044,5054563.85,-0.041461541899966314,0
2022-03-18,364.1668211989437,366.40105144530304,363.7702865808759,365.1649811028423,4557689,366.0177204663757,360.90360186799467,351.3628483395644,351.53700723258305,65.02549472417613,4.7248226926021175,2.229088788759155,351.3628483395644,375.2242576595771,327.50143901955164,11.930704660006368,0.0027409413647634,5231464.55,-0.03629833053768694,0
2022-03-19,365.1649811028423,364.8553395232352,361.7838649457221,363.3464058142955,2863236,365.58420153591146,361.9782207448716,352.5451295292866,351.35820772059265,69.60586392322504,4.732740183299995,2.7298190814909766,352.5451295292866,376.31657920133085,328.7736798572424,11.885724836022131,-0.0049801470093173,4901496.1,-0.0018788596922683087,0
2022-03-20,363.3464058142955,366.68228005389966,360.6224596637788,364.3765711870879,8863426,362.9960162321471,362.8655702554767,353.6494035018451,351.28200963019253,67.82204174980663,4.766993974732259,3.1372540691376742,353.6494035018451,377.4670791283283,329.8317278753619,11.908837813241608,0.00283521553071,5270327.45,-0.014022127553872887,0
2022-03-21,364.3765711870879,358.2097256397871,349.4201023407955,350.2564768362687,1450930,361.4622512278876,362.7640441377972,353.69663779567543,350.9590050007508,52.838406432952375,3.615316449694205,3.2328665469383067,353.69663779567543,377.48181845573913,329.9114571356117,11.89259033003184,-0.0387513782920178,4952333.7,0.010166040648140529,0
2022-03-22,350.2564768362687,349.70274000653853,348.16367029618993,349.06790328322614,8402324,358.4424676447441,362.25463736609777,353.8343590335092,350.6930885017438,52.19594748712552,2.577172172793553,3.101727670255737,353.8343590335092,377.4709728706447,330.1977451963737,11.81830691856774,-0.0033934377567503,5210547.05,0.00444757850466071,0
2022-03-23,349.06790328322614,352.7836152362141,351.2191269639524,351.9101019179831,8946232,355.7914918077724,360.904606137074,354.1611707351825,350.20828932940145,49.57300901003919,1.9607972756817844,2.873541588760659,354.1611707351825,377.48390383856565,330.83843763179937,11.661366551691565,0.0081422514302349,5384641.45,0.015572448670151395,0
2022-03-24,351.9101019179831,364.3296642654529,362.40405710075146,362.6637288980805,4498408,355.65495642452925,360.6195789802204,355.3904942816149,349.93307048821123,54.03816522086868,2.312040145975232,2.7612412991876765,355.3904942816149,377.7141350195189,333.066853543711,11.161820368951968,0.0305578808948303,5531257.45,-0.007076214274228443,0
2022-03-25,362.6637288980805,362.3204488083771,359.133509127814,359.2672364282597,6403252,354.63308947276363,358.8145528524554,356.83749959709183,349.7416526995657,54.55182660872254,2.2903177419313465,2.667056587054795,356.83749959709183,375.8229170695995,337.8520821245842,9.492708736253835,-0.0093654043654729,5473472.7,-0.007306545012611632,0
2022-03-26,359.2672364282597,356.75506934061093,351.2427199509095,353.8171984170607,1091006,355.34523378892203,358.40374250840483,357.72708733244406,349.3125030186524,49.80928012423585,1.813014478049297,2.4962481642647822,357.72708733244406,374.0931117416261,341.36106292326207,8.183012204590986,-0.0151698720578637,5445122.85,0.019339746409092973,0
2022-03-27,353.8171984170607,353.62201480847784,350.438277308643,350.6204101865356,5151785,355.6557351695839,357.049101407164,357.9843032267067,348.99517276471124,41.01845379028491,1.1637016007836678,2.2297388503341726,357.9843032267067,373.68791907949424,342.28068737391914,7.8518079263937635,-0.0090351408716907,5612456.45,0.031659374022080744,0
2022-03-28,350.6204101865356,357.6459746377425,354.7718200506731,357.39020391660864,1688725,356.751755569309,356.27162368854067,358.5876127782677,348.7752903364196,45.43615750042217,1.1811446073466527,2.020020000959588,358.5876127782677,373.1272661492922,344.04795940724324,7.269826685512237,0.0193080423540414,5395490.95,0.03273713474942519,0
2022-03-29,357.39020391660864,361.8174748933016,359.80678430214715,360.09744264290697,1206487,356.2384983182743,355.94672737140183,358.9624740581367,348.89094969873,39.224731972109744,1.3970803399473652,1.8954320683878303,358.9624740581367,373.2363182250931,344.6886298911803,7.136922083478201,0.0075750221931936,5204092.1,0.011606206407607234,0
2022-03-30,360.09744264290697,358.3504785456191,356.3617878941342,356.64223419374,7389308,355.71349787137035,355.17329367206696,359.0194319637718,349.1186568193627,48.99710935496648,1.274977112354577,1.7713410768869076,359.0194319637718,373.2441596869359,344.7947042406077,7.112363861582049,-0.0095952040753407,5418952.45,0.01573469305824937,0
2022-03-31,356.64223419374,361.8633188360298,353.45322405339647,360.6599333096224,4637820,357.0820448498827,356.2136393194024,359.4888417285998,349.3926257064588,47.1601687520054,1.4849895556019987,1.714070772521276,359.4888417285998,373.2490914727899,345.7285919844097,6.88012487209506,0.0112653486622671,5301086.75,-0.0024528458387178542,0
2022-04-01,360.6599333096224,365.4738310203677,358.4062847954491,361.7208328924065,4284321,359.3021293910569,357.47893228032046,359.86678482320906,349.57838556977606,47.21380560531696,1.7171608536594931,1.7146887887498576,359.86678482320906,373.4247357629421,346.308833883476,6.778975469866538,0.0029415509869608,5040104.45,-0.03349682049775615,0
2022-04-02,361.7208328924065,370.9725553963262,367.81128039627504,369.0901351803512,8018523,361.6421156438054,359.1969356065572,360.05077087181564,349.8803244980661,54.26357609824958,2.466893427314517,1.86512971664545,360.05077087181564,374.0191336793257,346.08240806430564,6.9841814037549925,0.0203728998106578,5080594.9,-0.04623720735008363,0
2022-04-03,369.0901351803512,365.2598996886515,360.6412885184651,364.2768078890721,1678841,362.4779886930384,359.35824350565633,359.98891124293834,350.0952924984585,49.92988367932558,2.6424778716011588,2.0205993477876047,359.98891124293834,373.86606389129565,346.11175859458103,6.938576324178644,-0.013041061877547,4776430.65,-0.027622918764122595,0
2022-04-04,364.2768078890721,365.7994999174612,351.76209250042524,362.2538902803868,6420712,363.60031991036783,359.6569088908691,359.2357308716622,350.3053110625619,60.15970477565547,2.5886616231127846,2.1342118029409254,359.2357308716622,370.5516497428761,347.9198120004483,5.657959435606955,-0.0055532429319553,4730363.4,-0.02111511193614768,0
2022-04-05,362.2538902803868,361.3737474583141,352.26183394065765,359.7752900930116,4452501,363.4233912670456,360.2527180584642,359.32823028343444,350.6667523595183,58.873407620224064,2.319394422441576,2.171248326864079,359.32823028343444,370.6292816705101,348.02717889635875,5.650525693537848,-0.0068421630626431,4725914.3,-0.018009967113084446,0
2022-04-06,359.7752900930116,350.923393962684,349.1163236913544,349.60433508271075,9433840,361.00009170510646,360.1511105480817,358.60010597762283,350.91632972683675,48.29613624670565,1.271105204231901,1.9912197022481115,358.60010597762283,370.4516370569128,346.7485748983329,5.925765539644957,-0.0282702989626423,5071968.3,-0.01703691605859825,0
2022-04-07,349.60433508271075,354.68922299314005,348.1233637357478,352.02443806914687,3445840,357.5869522828656,359.61453396333553,357.9430788259381,351.2696838688087,41.03370559903159,0.628268876281652,1.718629536946367,357.9430788259381,369.7189451085907,346.1672125432855,5.8879331413263065,0.0069224055412915,5016375.85,-0.03103112495880045,0
2022-04-08,352.02443806914687,357.48086176435555,350.5309224769265,354.21441921709834,6451973,355.5744745484709,359.02623162075463,357.48647949607823,351.51876812640245,45.65332996791668,0.2920784023990563,1.4333193099460944,357.48647949607823,369.0870663944141,345.8858925977423,5.800293449167963,0.0062211054435978,5195812.7,-0.04265946647900842,0
2022-04-09,354.21441921709834,357.6885236832474,352.43193279676944,354.6048588378115,2379904,354.04466825995576,358.8224940851618,356.9978938786144,351.72185194926584,50.74219008611469,0.0564860781892093,1.157952663524601,356.9978938786144,368.1926363836198,345.80315137360896,5.597371252502711,0.0011022691328492,4871636.6,-0.0581014026745611,0
2022-04-10,354.6048588378115,358.0851598766553,349.5740765468624,353.2957489503361,8353172,352.7487600314207,358.0860756492332,357.1498574843177,352.1347767045008,52.61388243389729,-0.2331238723938327,0.8797373562842408,357.1498574843177,368.0375912721081,346.2621236965274,5.443866893895189,-0.0036917426675029,5216748.7,-0.05671543591614736,0
2022-04-11,353.2957489503361,345.0689167907776,341.50458484496914,343.64815537218453,2437188,351.55752408931545,356.2788078972109,356.87887008876567,352.3049740483476,37.28844552048776,-1.2266759882706992,0.4584546873045994,356.87887008876567,368.8312963234661,344.9264438540652,5.97621311735023,-0.0273074148410082,4918491.9,-0.02142715807881712,0
2022-04-12,343.64815537218453,347.50248784268314,334.57194894216656,341.10072374287165,2656321,349.3727812240604,353.479866753463,356.3384011800101,352.4691423203514,32.37570876280512,-2.194256658645088,-0.0720875819545048,356.3384011800101,370.080433921751,342.5963684382692,6.871016370870456,-0.0074129064553072,4603996.35,0.024058067376151016,0
2022-04-13,341.10072374287165,341.72776981534423,338.45720976702074,339.1038210741251,1538645,346.3506615954658,350.96256807196835,355.16040578881234,352.6768515441647,33.2761273149432,-3.086565919321288,-0.674983249490741,355.16040578881234,370.5587923841201,339.76201919350456,7.699193297653898,-0.0058542903305354,4456008.2,0.034715205015413586,0
2022-04-14,339.1038210741251,338.15898849524285,333.2755893922823,334.0018191441199,6354552,342.2300536567275,348.1373609583417,353.8971349246053,352.6955186716013,25.09498259401576,-4.157360473067001,-1.3714586942641047,353.8971349246053,371.81611419905295,335.9781556501577,8.959489637223816,-0.0150455453844323,4453573.2,0.056982626403306647,0
2022-04-15,334.0018191441199,339.1861616553658,330.3588525121591,333.258426541296,5525121,338.2225891749194,345.4856746031701,352.8691963308171,352.5552992072954,23.250653088256986,-5.008204320995503,-2.098807819658935,352.8691963308171,373.0264380775127,332.7119545841215,10.078620873347791,-0.0022257142333201,4675278.95,0.05882248451261862,0
2022-04-16,333.258426541296,341.3157209265843,334.6178494157365,336.2847520235308,6832801,336.7499085051887,344.15371629725206,352.1524134226669,352.3420464137842,16.428571658133478,-5.376389482070636,-2.754324152176279,352.1524134226669,373.62310127268034,330.6817255726534,10.73534392500672,0.0090810171362907,4759329.75,0.010076027177491342,0
2022-04-17,336.2847520235308,351.5926926392881,348.78152425005464,349.30694793673155,7911855,338.39115334396064,343.88196728401056,351.748250623673,352.49876432300306,36.88417939853621,-4.5650291051467775,-3.1164651427858496,351.748250623673,373.10782802825867,330.38867321908737,10.679788702292816,0.0387237180242105,5070486.25,-0.027122934549628996,0
2022-04-18,349.30694793673155,351.07091294728343,349.5953196160968,350.8758797442235,7550091,340.7455650779804,343.5481133367231,351.28717247873885,352.7222662774906,39.9512331928583,-3.752196327505033,-3.243611379734032,351.28717247873885,372.2829114461898,330.2914335112879,10.49786948372547,0.0044915562566367,5387666.45,-0.029337909073780644,0
2022-04-19,350.8758797442235,354.0225047987012,344.5492429606061,353.0341200224341,8790574,344.55202525364314,343.39103945518525,351.1067667701736,352.9371268432209,44.01249029503732,-2.9004707867171646,-3.1749832611287827,351.1067667701736,371.9703549240269,330.2431786163202,10.431794076926677,0.0061510078144553,5457729.75,0.013219944011021445,0
2022-04-20,353.0341200224341,356.8329328806492,352.6582006149826,352.86151517522103,4366823,348.4726429804282,343.34761607767376,350.7168458634535,353.0081213275321,53.51783367013932,-2.213877658032743,-2.9827621405053706,350.7168458634535,371.1149861830707,330.3187055438363,10.19907015980861,-0.0004889183153233,5444179.9,0.010829297592982456,0
2022-04-21,352.86151517522103,347.98072951389946,338.9900868248711,339.67316632429583,8370683,349.1503258405812,342.950117172885,349.61446253504795,352.8753150834869,39.1776076722082,-2.702591250543094,-2.9267279625119342,349.61446253504795,369.8913342835234,329.3375907865725,10.138435874237723,-0.0373754243059808,5648498.0,0.05745937757876263,0
2022-04-22,339.67316632429583,340.2718543056327,336.26225105464465,339.8327184501129,3167354,347.25547994325746,342.823316643609,348.15159169853604,352.76449209479887,36.93358334583366,-3.0419604050998146,-2.949774451029833,348.15159169853604,366.6565021604385,329.6466812366336,9.252455230951226,0.0004697224910157,5405939.55,0.057286080177300525,0
2022-04-23,339.8327184501129,340.95449397457674,336.8166936938407,340.58191508810467,7439522,345.1966870120337,342.97112604500705,346.96684705848764,352.8145852371724,37.34204647565545,-3.213424592140427,-3.0025044792525426,346.96684705848764,364.1087049555025,329.8249891614728,8.570928948507431,0.0022046041988206,5693973.6,0.03135709165505074,0
2022-04-24,340.58191508810467,360.29728732817534,353.455189541349,357.7012113231109,6047999,346.1301052721691,345.3410652629061,346.73921311062384,353.3620668612601,53.09363604268792,-1.9456957147069147,-2.791142726341524,346.73921311062384,363.130816732632,330.34760948861566,8.195801811004076,0.0502648422497056,5675337.95,0.005424131659879539,0
2022-04-25,357.7012113231109,358.398434523907,354.4045169630392,356.6827575321642,5385010,346.8943537435577,347.6834983619929,346.5845864825815,353.775213137703,60.41553724489813,-1.011522277136805,-2.4352186364980293,346.5845864825815,362.5101287859666,330.6590441791965,7.962771151692527,-0.0028472192956224,5721963.4,0.024466669389456852,0
2022-04-26,356.6827575321642,359.9947453557316,355.0850091227082,359.19057504149737,5818750,350.797835486998,349.9740806637896,347.06389848052083,354.0495027925073,64.46418362158647,-0.0680644696277568,-1.9617878031212608,347.06389848052083,363.92185633887976,330.2059406221619,8.428978929179458,0.0070309468466722,5541208.9,0.034425860102995864,0
2022-04-27,359.19057504149737,362.1405807086106,353.43147673099617,359.3004028061161,5991536,354.6913723581987,350.973426150728,347.4276967173693,354.3290305909219,66.65115577643122,0.6806466426720021,-1.433300913960184,347.4276967173693,365.0338208429162,329.8215725918224,8.803062062773453,0.000305764605895,5668493.7,0.01633564849222191,0
2022-04-28,359.3004028061161,352.9176605850076,347.23490255128064,351.26157341557507,4471750,356.8273040236928,351.0119955178632,347.2800544272932,354.3022577183229,63.57261428244684,0.6182796757717597,-1.0229847960122898,347.2800544272932,364.6950339157567,329.8650749388297,8.707489744231747,-0.0223735607523907,5569482.55,0.06980144917086295,0
2022-04-29,351.26157341557507,366.4099695963133,358.553027273994,359.6414297882259,5475156,357.2153477167157,351.67272649444243,347.53188297481387,354.38502479246665,68.52232307507666,1.230783877801798,-0.5722310612481489,347.53188297481387,365.5287813279759,329.53498462165186,8.998449176581016,0.0238564562903003,5724245.15,0.016624154934243407,0
2022-04-30,359.6414297882259,370.3258906013601,362.6534002965327,365.40959663762345,3765331,358.9607155378076,352.92753464068267,348.13757535917824,354.66778196495784,69.68924111592712,2.1567362771687613,-0.0264375935634851,348.13757535917824,367.69866936379447,328.576481354562,9.780547002308122,0.0160386606537354,5494853.1,0.013320733649811345,0
2022-05-01,365.40959663762345,377.47560034178736,371.3177096405985,371.5560195281906,9070297,361.4338044351462,356.11581996107213,349.5329685669785,355.01566293551724,66.58261215224897,3.3478900567112646,0.6484279364927326,349.5329685669785,371.5704919974839,327.4954451364732,11.018761715252673,0.0168206389408609,5826508.55,0.04121287066095847,0
2022-05-02,371.5560195281906,367.0366131929952,363.9692668273526,365.1698078894706,9976766,362.6076854518171,358.6495289050079,350.7364227743085,355.0108508091422,59.939754181479344,3.733574349604112,1.2654572191159357,350.7364227743085,373.45340476276726,328.0194407858497,11.35849099422937,-0.0171877490958948,6192530.8,0.03949345277304217,0
2022-05-03,365.1698078894706,379.4988786597854,374.5725436830071,375.7801402780197,3630723,367.51139882430607,362.1693514239994,352.5702387345032,355.2161736053703,64.15347126352626,4.839547442497462,1.9802752637931005,352.5702387345032,377.1762019836067,327.9642754853997,12.30298162455174,0.029055886218722,6297134.7,-0.0002878324119418574,0
2022-05-04,375.7801402780197,366.08006698215934,364.0775372815221,365.62016463779815,1865139,368.7071457942205,362.9612467554681,354.1511560091871,354.98222694400806,57.06128311169879,4.840469257015627,2.552314062438156,354.1511560091871,377.777333068748,330.5249789496262,11.813088529780462,-0.0270370212558457,6072664.05,0.030567817383738483,0
2022-05-05,365.62016463779815,370.4834571481685,364.301916926497,370.2771205475182,8543159,369.6806505761994,364.3206830570035,356.00209070949825,355.2292633178071,68.70408224315625,5.157501038091652,3.073351457569256,356.00209070949825,378.5103514340594,333.4938299849371,11.254130362280572,0.0127371418760053,6223565.95,0.00837722529859386,0
2022-05-06,370.2771205475182,391.1019965018919,385.1143264969042,386.8689097043064,6384935,372.7432286114226,367.0885165232844,358.53129859353703,355.6833050879144,73.93866635399169,6.670598076074953,3.7928007812708375,358.53129859353703,382.9939565960404,334.06864059103367,12.231329001251668,0.0448091125161995,6201172.65,-0.06383614284478445,0
2022-05-07,386.8689097043064,386.0160784326957,378.6648263133884,379.5916244514943,3901717,375.62759192382737,369.1176386878223,360.0455324192752,355.9718379548874,68.61661488207099,7.199559778404819,4.474152580697969,360.0455324192752,385.8181959142666,334.2728689242837,12.886331747495708,-0.0188107265026137,6000665.75,-0.04362616883630299,0
2022-05-08,379.5916244514943,381.4180705222845,372.0501732335978,375.6719785738836,7285939,375.6059595830001,371.558679203653,361.28533736075815,356.2183494100792,59.812416214934345,7.21927827452015,5.023177719462621,361.28533736075815,387.58104177524615,334.9896329462701,13.147852207244007,-0.0103259545920553,5987458.15,-0.05321249972003583,0
2022-05-09,375.6719785738836,377.39174309641646,372.3144933775554,376.7963750622588,7816525,377.8412016678923,373.2741737310564,362.4734501127494,356.4667454875826,60.969766109162464,7.242147027005899,5.466971580971415,362.4734501127494,389.3404982157062,335.6064020097926,13.433524051478413,0.0029930273017528,5938755.7,-0.04615277513442795,0
2022-05-10,376.7963750622588,374.9728997451976,368.7953854360138,373.3790154092594,3211738,378.46158064024047,374.07111560822,363.4993251244513,356.9291962590424,57.66221602244438,6.904933525829108,5.754563969943026,363.4993251244513,390.3878884173491,336.6107618315535,13.444281646448903,-0.0090695130823239,5881001.45,-0.05416042862919668,0
2022-05-11,373.3790154092594,365.8382563710133,360.0090708148647,362.1726907222163,6692796,373.5223368438225,373.13278272762255,364.6243013443474,357.1912920078222,51.38512225674455,5.668128745269144,5.737276925008247,364.6243013443474,389.0890478672941,340.15955482140066,12.232373261473352,-0.0300132686213226,5797107.1,0.006307782603060863,0
2022-05-12,362.1726907222163,369.0391470894109,360.4860182572893,363.0314961543269,9678376,370.210311184389,372.91895155410816,365.784240229558,357.41371989254907,56.09818260207933,4.703034398379316,5.530428419682427,365.784240229558,387.3248673922761,344.2436130668399,10.77031358135907,0.0023712594961204,6122658.2,-0.01079544797847154,0
2022-05-13,363.0314961543269,358.60939927571013,354.6231550872513,355.6815335191955,7822567,366.2122221734514,370.90909087822575,366.5392211511126,357.27407598497143,47.92618334382752,3.3070082725399743,5.08574439025388,366.5392211511126,385.2306264638123,347.8478158384129,9.34570265634986,-0.020246074274522,6141810.45,0.004152202286740181,0
2022-05-14,355.6815335191955,359.66968599524336,354.46180143232067,359.4061766925428,3639929,362.73418249950817,370.2876920837002,366.62446941958416,357.276854790257,46.78721351599916,2.472682526998824,4.563132017602815,366.62446941958416,385.1610651716561,348.0878736675122,9.268297876035964,0.0104718486127035,6021406.95,0.010908179183670264,0
2022-05-15,359.4061766925428,357.7122305662094,352.62671661240546,353.1566478935465,4133211,358.6897089963656,368.57564481830303,366.4481639376533,357.2636437797868,40.16425806925889,1.2923062275878578,3.9089668595997695,366.4481639376533,385.44427696834447,347.45205090696203,9.498056515345596,-0.0173884846846761,5958817.0,0.004500004202722119,0
